City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,petropavlovsk-kamchatsky,53.0452,158.6483,-11.67,52,0,2.0,RU,1738540004
363,ribas do rio pardo,-20.4431,-53.7592,25.72,72,100,3.03,BR,1738540005
364,arrifes,37.7667,-25.7,17.18,94,75,4.12,PT,1738540006
365,lompoc,34.6391,-120.4579,18.23,72,0,6.17,US,1738540007
366,iwanai,42.9744,140.5089,-4.64,81,45,2.74,JP,1738540008
367,san andres,12.5847,-81.7006,28.01,74,20,5.66,CO,1738540009
368,akrehamn,59.2667,5.1833,5.14,87,75,7.72,NO,1738540011
369,hirara,24.8,125.2833,18.15,82,75,8.23,JP,1738540012
370,fort bragg,35.139,-79.006,9.91,68,100,2.06,US,1738540013
371,dungarvan,52.0881,-7.6253,7.83,100,59,1.79,IE,1738540014
372,yemetsk,63.4721,41.7941,-18.09,90,96,4.77,RU,1738540015
373,mahonda,-6.45,39.4667,27.09,78,100,5.97,TZ,1738540016
374,fish town,5.1964,-7.8756,22.37,95,96,1.27,LR,1738540017
375,smithers,54.7804,-127.1743,-15.82,43,20,0.0,CA,1738540018
376,kasongo-lunda,-6.4667,16.8167,21.49,97,76,0.88,CD,1738540020
377,lebedyan',53.0194,39.1664,-1.17,88,98,3.58,RU,1738540021
378,cotonou,6.3654,2.4183,27.16,80,77,5.4,BJ,1738540022
379,puerto santa,-8.9906,-78.6456,22.42,79,95,3.89,PE,1738540023
380,noumea,-22.2763,166.4572,28.35,99,100,9.26,NC,1738539749
381,uturoa,-16.7333,-151.4333,27.79,74,20,3.98,PF,1738540025
382,khandyga,62.6667,135.6,-47.84,100,98,0.56,RU,1738540026
383,luderitz,-26.6481,15.1594,17.67,74,2,9.84,NA,1738540029
384,kapa'a,22.0752,-159.319,25.82,62,0,7.72,US,1738540030
385,tralee,52.2704,-9.7026,7.37,92,100,3.01,IE,1738540031
386,keflavik,64.0049,-22.5624,0.24,100,100,14.4,IS,1738540032
387,kisangani,0.5167,25.2,23.33,69,99,0.6,CD,1738540033
388,lamu,-2.2717,40.902,23.8,88,45,5.84,KE,1738539539
389,mizil,45.0167,26.45,3.89,72,98,1.29,RO,1738540036
390,dubois,38.3464,-86.8897,14.07,67,0,2.06,US,1738540037
391,kavaratti,10.5669,72.642,27.21,75,31,4.29,IN,1738540039
392,marquette,46.5333,-87.6335,-0.47,90,97,4.02,US,1738540040
393,benguela,-12.5763,13.4055,25.63,81,100,1.81,AO,1738540041
394,frenda,35.0654,1.0495,1.7,89,53,1.13,DZ,1738540042
395,forquilhinha,-28.7475,-49.4722,22.36,99,81,0.87,BR,1738540043
396,pando,-34.7167,-55.95,27.2,78,0,4.63,UY,1738540045
397,flying fish cove,-10.4217,105.6791,24.82,100,100,5.14,CX,1738540046
398,holualoa,19.6228,-155.9522,26.04,75,40,4.12,US,1738540047
399,souillac,-20.5167,57.5167,28.21,83,40,5.14,MU,1738540048
400,pandan,14.0453,124.1694,25.01,83,92,2.36,PH,1738540049
401,sangola,17.4333,75.2,23.64,37,21,4.12,IN,1738540050
402,island harbour,50.724,-1.2758,3.88,93,30,2.65,GB,1738540051
403,magadan,59.5667,150.8,-23.49,73,0,2.16,RU,1738540052
404,san juanito,28.0,-107.5833,16.91,14,3,3.61,MX,1738540054
405,isiro,2.7739,27.616,22.92,42,50,1.32,CD,1738540055
406,mata-utu,-13.2816,-176.1745,28.54,76,25,4.59,WF,1738540056
407,conde,-7.2597,-34.9075,25.7,89,0,4.12,BR,1738540057
408,wynyard,-41.0,145.7167,21.77,80,100,4.47,AU,1738540058
409,sisimiut,66.9395,-53.6735,-19.39,94,88,2.24,GL,1738540059
410,tabou,4.423,-7.3528,26.37,82,56,3.57,CI,1738540061
411,zheleznogorsk,52.331,35.3711,-1.9,92,83,3.58,RU,1738540062
412,rosetta,31.4044,30.4164,14.26,72,100,2.04,EG,1738540063
413,bayji,34.9311,43.487,9.71,39,4,2.67,IQ,1738540064
414,aswan,24.0934,32.907,17.61,42,0,1.54,EG,1738540065
415,kunashak,55.7032,61.5498,-2.73,84,100,1.97,RU,1738540066
416,gazli,40.1333,63.45,-0.32,68,0,3.95,UZ,1738540067
417,santander jimenez,24.2167,-98.4667,23.22,58,23,7.28,MX,1738540068
418,odenthal,51.0348,7.1182,-0.23,82,0,0.51,DE,1738540070
419,tionk essil,12.7856,-16.5217,23.12,14,1,5.74,SN,1738540071
420,askoy,60.4092,5.226,4.16,87,100,8.23,NO,1738540072
421,nishinoomote,30.7333,131.0,11.31,76,75,8.23,JP,1738540073
422,pathein,16.7833,94.7333,20.5,91,46,3.27,MM,1738540074
423,tibanbang,6.6315,126.1055,26.1,81,100,2.29,PH,1738540076
424,twentynine palms,34.1356,-116.0542,26.08,29,26,1.34,US,1738540077
425,nova sintra,14.8667,-24.7167,22.28,65,19,8.44,CV,1738540078
426,lubao,14.9167,120.55,24.84,81,77,2.55,PH,1738540079
427,tandalti,13.0167,31.8667,21.58,36,24,4.95,SD,1738540080
428,zapala,-38.8992,-70.0544,16.62,42,0,10.33,AR,1738540082
429,okondja,-0.6549,13.6753,21.96,97,98,0.8,GA,1738540083
430,makoua,0.0069,15.6333,25.39,67,72,1.56,CG,1738540084
431,gorom-gorom,14.4439,-0.2361,22.14,16,100,5.03,BF,1738540085
432,gbadolite,4.2833,21.0167,24.67,32,56,0.53,CD,1738540086
433,puerto aysen,-45.4,-72.7,8.61,97,75,2.48,CL,1738540087
434,al jawf,29.5,38.75,10.3,33,73,4.02,SA,1738540088
435,xilin hot,43.9667,116.0333,-23.71,90,21,1.57,CN,1738540090
436,gurupi,-11.7292,-49.0686,22.46,94,99,0.47,BR,1738540091
437,sudak,44.85,34.9667,2.66,76,96,1.28,UA,1738540092
438,sitka,57.0531,-135.33,-0.06,27,0,7.2,US,1738540093
439,salinopolis,-0.6136,-47.3561,25.36,89,100,4.56,BR,1738540094
440,chiang rai,19.9167,99.9167,15.32,94,81,0.0,TH,1738540095
441,qusmuryn,52.4503,64.6311,-1.55,95,100,4.17,KZ,1738540096
442,tashtyp,52.7939,89.8983,-10.89,97,100,0.87,RU,1738540098
443,jalpa,21.6333,-102.9667,26.53,15,0,1.08,MX,1738540099
444,qamdo,31.1667,97.2333,-6.63,32,0,1.66,CN,1738540100
445,kuta,-8.7233,115.1723,27.97,89,40,2.06,ID,1738540101
446,sola,-13.8833,167.55,28.48,75,100,5.02,VU,1738540102
447,qorovulbozor,39.5006,64.7936,2.07,60,1,0.95,UZ,1738540105
448,bealanana,-14.55,48.7333,19.25,95,98,0.71,MG,1738540106
449,verdal,63.7933,11.4817,-6.18,84,79,1.74,NO,1738540107
450,diamantino,-14.4086,-56.4461,21.6,97,63,2.85,BR,1738540108
451,thongwa,16.7619,96.5278,20.22,68,20,0.73,MM,1738540109
452,nizhniy odes,63.6445,54.856,-22.54,86,8,4.6,RU,1738540110
453,mugia,43.1041,-9.2179,10.51,61,6,5.47,ES,1738540111
454,pachino,36.7186,15.0907,12.89,76,1,4.56,IT,1738540113
455,vanino,49.0869,140.2543,-17.18,88,32,1.53,RU,1738540114
456,mpika,-11.8343,31.4529,16.7,97,100,0.32,ZM,1738540115
457,gorzyce,50.6672,21.8401,0.04,90,80,3.49,PL,1738540116
458,la tuque,47.4334,-72.7824,-13.86,66,100,0.0,CA,1738540117
459,uitenhage,-33.7576,25.3971,17.02,85,7,2.13,ZA,1738540118
460,gorontalo,0.5412,123.0595,24.06,86,100,1.55,ID,1738540119
461,sao joao da barra,-21.6403,-41.0511,25.36,86,89,9.16,BR,1738540120
462,banjarmasin,-3.3244,114.591,26.08,80,90,1.19,ID,1738539616
463,polyarnyy,69.1989,33.4478,-13.07,97,88,2.56,RU,1738540123
464,alotau,-10.3069,150.4462,28.18,82,100,2.27,PG,1738540124
465,saint-philippe,-21.3585,55.7679,27.52,89,99,7.98,RE,1738540125
466,port macquarie,-31.4333,152.9167,23.93,92,99,0.89,AU,1738540126
467,bizerte,37.2744,9.8739,11.27,80,58,6.73,TN,1738540127
468,massakory,12.996,15.7293,23.3,17,36,4.21,TD,1738540128
469,taro,-8.3862,115.28,23.18,84,100,0.81,ID,1738540130
470,dipayal,29.2608,80.94,9.85,24,0,2.49,NP,1738540131
471,ugep,5.8086,8.0812,26.01,78,34,2.62,NG,1738540132
472,oskarshamn,57.2645,16.4484,-2.8,78,7,2.19,SE,1738540133
473,suva,-18.1416,178.4415,30.71,74,40,2.06,FJ,1738540134
474,jayapura,-2.5333,140.7,26.66,82,100,1.66,ID,1738539985
475,sao vicente,-23.9631,-46.3919,25.34,88,100,1.35,BR,1738540136
476,ormara,25.2088,64.6357,18.56,54,0,3.84,PK,1738540139
477,anse a galets,18.8317,-72.8642,27.13,71,2,2.07,HT,1738540140
478,nakhon si thammarat,8.25,100.0,20.72,83,4,0.92,TH,1738540141
479,muynoq,43.7683,59.0214,-0.5,81,91,3.11,UZ,1738540142
480,amga,60.8953,131.9608,-46.66,100,100,1.14,RU,1738540143
481,al muwayh,22.4333,41.7583,12.89,33,0,4.72,SA,1738540144
482,talakan,50.3167,130.3667,-18.84,96,100,1.08,RU,1738540146
483,lucapa,-8.4192,20.7447,20.07,92,91,0.68,AO,1738540148
484,rancho palos verdes,33.7445,-118.387,18.53,88,40,7.2,US,1738540149
485,alvorada,-12.48,-49.1247,21.87,95,100,1.3,BR,1738540150
486,jijel,36.8205,5.7667,9.97,81,75,2.57,DZ,1738540151
487,north bend,43.4065,-124.2243,6.81,81,100,4.63,US,1738540152
488,zag,46.9441,99.165,-29.31,89,92,0.83,MN,1738540153
489,ouidah,6.3631,2.0851,26.96,80,82,4.76,BJ,1738540154
490,pokaran,26.9167,71.9167,13.73,29,0,3.87,IN,1738540156
491,kapoeta,4.7717,33.5903,28.45,26,49,1.73,SS,1738540157
492,colonia,50.9333,6.95,-0.02,86,0,0.51,DE,1738540142
493,santo antonio do ica,-3.1022,-67.9397,23.45,97,99,1.12,BR,1738540159
494,mandimba,-14.3548,35.6515,21.51,97,100,0.81,MZ,1738540160
495,tosontsengel,48.7567,98.2839,-28.77,99,100,0.46,MN,1738540161
496,matoury,4.8483,-52.3317,25.98,89,75,5.14,GF,1738540162
497,molo,-0.2479,35.7374,10.44,79,67,1.15,KE,1738540164
498,newman,37.3138,-121.0208,19.47,65,100,2.24,US,1738540167
499,oumache,34.6929,5.6809,11.16,54,40,4.12,DZ,1738540168
500,kirensk,57.7853,108.1119,-28.2,100,99,1.06,RU,1738540169
501,monahans,31.5943,-102.8926,23.85,12,15,2.74,US,1738540170
502,cabedelo,-6.9811,-34.8339,26.37,72,12,5.41,BR,1738540171
503,gamba,-2.65,10.0,25.26,82,93,1.11,GA,1738540172
504,kingsville,27.5159,-97.8561,24.14,74,0,5.66,US,1738540173
505,hammerfest,70.6634,23.6821,-7.75,67,16,6.69,NO,1738540175
506,kheralu,23.8833,72.6167,15.34,30,7,2.3,IN,1738540176
507,zhanaozen,43.3,52.8,0.64,73,78,3.81,KZ,1738540177
508,katima mulilo,-17.5,24.2667,20.83,89,70,2.17,NA,1738540178
509,selfoss,63.9331,-20.9971,3.91,85,100,5.32,IS,1738540179
510,paoy paet,13.6561,102.5625,21.39,77,77,2.05,KH,1738540180
511,luganville,-15.5333,167.1667,28.61,70,100,7.85,VU,1738540181
512,kulhudhuffushi,6.6221,73.07,27.03,77,38,2.46,MV,1738540183
513,gizo,-8.103,156.8419,29.87,68,99,4.75,SB,1738540184
514,santa marta de ortigueira,43.6833,-7.85,11.25,81,95,0.89,ES,1738540185
515,nyrob,60.733,56.7202,-9.23,95,100,3.57,RU,1738540186
516,sao desiderio,-12.3633,-44.9733,22.68,82,100,0.6,BR,1738540187
517,champerico,14.3,-91.9167,28.3,68,46,4.05,GT,1738540188
518,dongola,19.1667,30.4833,18.78,21,4,5.17,SD,1738540189
519,brigantine,39.4101,-74.3646,3.36,85,100,3.58,US,1738540190
520,sterling,39.0062,-77.4286,2.9,68,75,4.63,US,1738540192
521,shwebo,22.5667,95.7,15.9,57,68,2.75,MM,1738540193
522,taroa,8.7058,171.2275,27.18,71,43,10.17,MH,1738540194
523,kruisfontein,-34.0033,24.7314,16.79,80,49,2.72,ZA,1738540195
524,ad dawadimi,24.5077,44.3924,7.64,40,20,2.99,SA,1738540196
525,as sulayyil,20.4607,45.5779,12.99,30,0,3.63,SA,1738540197
526,qusar,41.4273,48.4289,1.68,71,96,1.36,AZ,1738540198
527,gazojak,41.1875,61.4036,-0.21,66,5,3.93,TM,1738540181
528,alaghsas,17.0187,8.0168,20.72,13,65,5.02,NE,1738540201
529,macusani,-14.0833,-70.4333,1.95,95,89,1.62,PE,1738540203
530,al bardiyah,31.7561,25.0865,15.3,66,100,1.28,LY,1738540204
531,al hazm,16.1641,44.7769,15.25,36,26,2.1,YE,1738540205
532,boca suno,-0.7167,-77.1333,23.51,90,61,0.8,EC,1738540000
533,i-n-salah,27.1935,2.4607,13.1,32,0,5.19,DZ,1738540207
534,ha giang,22.8333,104.9833,14.37,94,100,1.45,VN,1738540208
535,nacala,-14.5428,40.6728,25.22,94,84,1.8,MZ,1738540210
536,antsiranana,-12.2787,49.2917,24.6,93,100,4.04,MG,1738540211
537,tyukhtet,56.5389,89.3011,-14.58,97,100,1.78,RU,1738540212
538,zabaykal'sk,49.6333,117.3167,-29.58,100,59,3.04,RU,1738540213
539,am timan,11.0297,20.2827,24.87,17,65,3.32,TD,1738540214
540,inirida,3.8653,-67.9239,26.86,71,90,0.95,CO,1738540215
541,barranca,-10.75,-77.7667,22.42,78,98,3.27,PE,1738540216
542,puget-sur-argens,43.45,6.6833,5.95,78,0,2.54,FR,1738540218
543,lityn,49.3251,28.0809,-0.49,77,97,2.42,UA,1738540220
544,ginir,7.1333,40.7,14.19,49,78,1.56,ET,1738540221
545,okhotsk,59.3833,143.3,-23.75,79,31,5.76,RU,1738540222
546,pskov,57.8136,28.3496,-1.05,100,100,4.0,RU,1738540223
